# Program:featureCounts v2.0.1; Command:"featureCounts" "-T" "16" "-p" "-P" "-B" "-a" "/home/duc/dbMisc/M145.gff" "-t" "gene" "-g" "locus_tag" "--minOverlap" "20" "--fracOverlap" "0.25" "-o" "gene_counts_filtered/D45_1.txt" "align/D45_1.bam" 
Geneid	Chr	Start	End	Strand	Length	align/D45_1.bam
SCO4975	NC_003888.3	5411702	5413762	+	2061	813
SCO4976	NC_003888.3	5413773	5414501	-	729	811
SCO4977	NC_003888.3	5414535	5415242	-	708	286
SCO4978	NC_003888.3	5415297	5416001	-	705	473
SCO4979	NC_003888.3	5416288	5418117	+	1830	9678
SCO4980	NC_003888.3	5418400	5419350	-	951	327
SCO4981	NC_003888.3	5419347	5420747	-	1401	621
SCO4982	NC_003888.3	5420938	5421120	+	183	493
SCO4983	NC_003888.3	5421206	5421628	-	423	2814
SCO4984	NC_003888.3	5421700	5422911	-	1212	1100
SCO4985	NC_003888.3	5423145	5423999	+	855	66
SCO4986	NC_003888.3	5424037	5425647	-	1611	485
SCO4987	NC_003888.3	5425676	5426977	-	1302	324
SCO4988	NC_003888.3	5427114	5428169	+	1056	157
SCO4989	NC_003888.3	5428166	5428930	+	765	411
SCO4990	NC_003888.3	5428927	5429337	+	411	293
SCO4991	NC_003888.3	5429458	5430936	+	1479	129
SCO4992	NC_003888.3	5431032	5431676	+	645	847
SCO4993	NC_003888.3	5431696	5433066	+	1371	262
SCO4994	NC_003888.3	5433210	5434163	+	954	151
SCO4995	NC_003888.3	5434218	5435480	-	1263	75
SCO4996	NC_003888.3	5435560	5436069	-	510	97
SCO4997	NC_003888.3	5436168	5436359	-	192	61
SCO4998	NC_003888.3	5436371	5437222	-	852	91
SCO4999	NC_003888.3	5437435	5437923	+	489	4
SCO5000	NC_003888.3	5438306	5438614	+	309	29
SCO5001	NC_003888.3	5438611	5439252	+	642	22
SCO5002	NC_003888.3	5439185	5439835	-	651	22
SCO5003	NC_003888.3	5439963	5441678	-	1716	39
SCO5004	NC_003888.3	5441997	5442938	+	942	207
SCO5005	NC_003888.3	5443213	5443824	+	612	127
SCO5006	NC_003888.3	5443832	5445088	+	1257	313
SCO5007	NC_003888.3	5445085	5445480	+	396	215
SCO5008	NC_003888.3	5445482	5445877	+	396	161
SCO5009	NC_003888.3	5445896	5447233	+	1338	170
SCO5010	NC_003888.3	5447243	5448193	+	951	138
SCO5011	NC_003888.3	5448213	5449115	+	903	276
SCO5012	NC_003888.3	5449378	5449575	+	198	225
SCO5013	NC_003888.3	5449578	5450174	+	597	239
SCO5014	NC_003888.3	5450207	5450785	+	579	416
SCO5015	NC_003888.3	5450794	5451405	+	612	223
SCO5016	NC_003888.3	5451503	5452318	-	816	76
SCO5017	NC_003888.3	5452526	5453623	+	1098	119
SCO5018	NC_003888.3	5453774	5453983	+	210	21
SCO5019	NC_003888.3	5453993	5454598	-	606	9
SCO5020	NC_003888.3	5454591	5455127	+	537	62
SCO5021	NC_003888.3	5455315	5455980	+	666	182
SCO5022	NC_003888.3	5456221	5456883	+	663	305
SCO5023	NC_003888.3	5456892	5457902	+	1011	665
SCO5024	NC_003888.3	5458019	5458891	+	873	627
SCO5025	NC_003888.3	5458994	5459911	+	918	262
SCO5026	NC_003888.3	5459908	5460726	+	819	114
SCO5027	NC_003888.3	5460757	5461950	-	1194	98
SCO5028	NC_003888.3	5463012	5464337	+	1326	2581
SCO5029	NC_003888.3	5464767	5465483	+	717	11478
SCO5030	NC_003888.3	5465646	5467043	+	1398	260
SCO5031	NC_003888.3	5467332	5467868	-	537	206
SCO5032	NC_003888.3	5467875	5468429	-	555	500
SCO5033	NC_003888.3	5468567	5469505	+	939	231
SCO5034	NC_003888.3	5469633	5471969	-	2337	227
SCO5035	NC_003888.3	5471972	5472661	-	690	51
SCO5036	NC_003888.3	5472658	5473182	-	525	81
SCO5037	NC_003888.3	5473366	5473671	-	306	41
SCO5038	NC_003888.3	5473668	5474606	-	939	340
SCO5039	NC_003888.3	5475026	5477176	+	2151	493
SCO5040	NC_003888.3	5477315	5479528	-	2214	1806
SCO5041	NC_003888.3	5479825	5480535	-	711	566
SCO5042	NC_003888.3	5480624	5482009	-	1386	636
SCO5043	NC_003888.3	5482101	5483561	-	1461	33
SCO5044	NC_003888.3	5483742	5485418	-	1677	750
SCO5045	NC_003888.3	5485654	5486337	+	684	273
SCO5046	NC_003888.3	5486443	5486820	+	378	863
SCO5047	NC_003888.3	5487077	5488108	-	1032	1298
SCO5048	NC_003888.3	5488244	5488768	+	525	313
SCO5049	NC_003888.3	5488832	5489422	-	591	92
SCO5050	NC_003888.3	5489640	5490971	+	1332	262
SCO5051	NC_003888.3	5490968	5492431	+	1464	265
SCO5052	NC_003888.3	5492428	5492535	+	108	10
SCO5053	NC_003888.3	5492532	5494091	+	1560	375
SCO5054	NC_003888.3	5494102	5494416	+	315	128
SCO5055	NC_003888.3	5494413	5494679	-	267	98
SCO5056	NC_003888.3	5494689	5495897	-	1209	341
SCO5057	NC_003888.3	5496474	5497856	-	1383	563
SCO5058	NC_003888.3	5497985	5499001	+	1017	1734
SCO5059	NC_003888.3	5499055	5499795	+	741	1020
SCO5060	NC_003888.3	5499806	5500408	-	603	670
SCO5061	NC_003888.3	5500594	5501682	+	1089	1067
SCO5062	NC_003888.3	5501804	5502196	-	393	168
SCO5063	NC_003888.3	5502196	5502447	-	252	175
SCO5064	NC_003888.3	5502446	5504848	+	2403	298
SCO5065	NC_003888.3	5504937	5507768	-	2832	112
SCO5066	NC_003888.3	5508078	5508992	+	915	7
SCO5067	NC_003888.3	5509015	5510508	+	1494	45
SCO5068	NC_003888.3	5510516	5511115	-	600	72
SCO5069	NC_003888.3	5511271	5512227	+	957	33
SCO5070	NC_003888.3	5512268	5513452	-	1185	128
SCO5071	NC_003888.3	5513809	5514249	-	441	3
SCO5072	NC_003888.3	5514323	5515246	+	924	11
SCO5073	NC_003888.3	5515243	5516232	+	990	36
SCO5074	NC_003888.3	5516299	5516943	+	645	25
SCO5075	NC_003888.3	5516977	5517897	+	921	28
SCO5076	NC_003888.3	5517894	5519495	+	1602	398
SCO5077	NC_003888.3	5519497	5519892	+	396	175
SCO5078	NC_003888.3	5519987	5520832	+	846	117
SCO5079	NC_003888.3	5520857	5521741	+	885	43
SCO5080	NC_003888.3	5521738	5522883	+	1146	43
SCO5081	NC_003888.3	5522876	5523217	+	342	52
SCO5082	NC_003888.3	5523183	5523962	-	780	492
SCO5083	NC_003888.3	5524073	5525809	+	1737	107
SCO5084	NC_003888.3	5525809	5527944	+	2136	110
SCO5085	NC_003888.3	5528094	5528861	+	768	239
SCO5086	NC_003888.3	5528935	5529720	-	786	13
SCO5087	NC_003888.3	5529801	5531204	+	1404	29
SCO5088	NC_003888.3	5531201	5532424	+	1224	14
SCO5089	NC_003888.3	5532449	5532709	+	261	4
SCO5090	NC_003888.3	5532706	5533656	+	951	7
SCO5091	NC_003888.3	5533653	5534546	+	894	30
SCO5092	NC_003888.3	5534558	5535091	+	534	21
SCO5093	NC_003888.3	5535110	5535607	-	498	31
SCO5094	NC_003888.3	5535661	5536287	-	627	22
SCO5095	NC_003888.3	5536422	5536994	+	573	73
SCO5096	NC_003888.3	5537246	5538175	-	930	89
SCO5097	NC_003888.3	5538270	5539100	+	831	37
SCO5098	NC_003888.3	5539158	5539622	+	465	18
SCO5099	NC_003888.3	5539732	5540862	+	1131	274
SCO5100	NC_003888.3	5541010	5541762	+	753	1681
SCO5101	NC_003888.3	5542208	5542399	+	192	407
SCO5102	NC_003888.3	5542475	5542909	+	435	680
SCO5103	NC_003888.3	5542948	5543415	+	468	186
SCO5104	NC_003888.3	5543715	5546357	+	2643	1240
SCO5105	NC_003888.3	5546599	5547831	+	1233	175
SCO5106	NC_003888.3	5547828	5548607	-	780	49
SCO5107	NC_003888.3	5548604	5550565	-	1962	159
SCO5108	NC_003888.3	5550582	5551418	-	837	85
SCO5109	NC_003888.3	5551480	5551920	-	441	93
SCO5110	NC_003888.3	5552093	5554408	+	2316	7982
SCO5111	NC_003888.3	5554541	5556448	+	1908	5073
SCO5112	NC_003888.3	5557355	5558386	+	1032	1366
SCO5113	NC_003888.3	5558498	5560300	+	1803	3700
SCO5114	NC_003888.3	5560414	5561391	+	978	574
SCO5115	NC_003888.3	5561402	5562463	+	1062	591
SCO5116	NC_003888.3	5562491	5563636	+	1146	502
SCO5117	NC_003888.3	5563836	5565470	+	1635	2314
SCO5118	NC_003888.3	5565480	5566403	+	924	872
SCO5119	NC_003888.3	5566459	5567376	+	918	679
SCO5120	NC_003888.3	5567385	5568368	+	984	890
SCO5121	NC_003888.3	5568361	5569431	+	1071	1111
SCO5122	NC_003888.3	5569564	5571687	-	2124	1212
SCO5123	NC_003888.3	5571874	5572068	+	195	4188
SCO5124	NC_003888.3	5572058	5572264	-	207	2197
SCO5125	NC_003888.3	5572261	5573124	-	864	3599
SCO5126	NC_003888.3	5573276	5574163	+	888	745
SCO5127	NC_003888.3	5574160	5574582	+	423	138
SCO5128	NC_003888.3	5574738	5577065	+	2328	2956
SCO5129	NC_003888.3	5577212	5578168	+	957	109
SCO5130	NC_003888.3	5578165	5578905	+	741	38
SCO5131	NC_003888.3	5578902	5580068	+	1167	68
SCO5132	NC_003888.3	5580065	5580679	+	615	182
SCO5133	NC_003888.3	5580789	5581685	-	897	139
SCO5134	NC_003888.3	5581727	5582761	-	1035	401
SCO5135	NC_003888.3	5582902	5583222	+	321	2081
SCO5136	NC_003888.3	5583339	5584436	+	1098	1425
SCO5137	NC_003888.3	5584655	5585086	-	432	7598
SCO5138	NC_003888.3	5585424	5586392	-	969	430
SCO5139	NC_003888.3	5586476	5587555	+	1080	397
SCO5140	NC_003888.3	5587673	5588431	+	759	737
SCO5141	NC_003888.3	5588682	5589566	-	885	204
SCO5142	NC_003888.3	5589711	5590070	+	360	464
SCO5143	NC_003888.3	5590067	5590651	+	585	423
SCO5144	NC_003888.3	5591303	5592106	-	804	1087
SCO5145	NC_003888.3	5592410	5592634	+	225	1929
SCO5146	NC_003888.3	5592745	5593269	-	525	298
SCO5147	NC_003888.3	5593690	5594361	+	672	2297
SCO5148	NC_003888.3	5594358	5595347	+	990	1366
SCO5149	NC_003888.3	5595838	5597466	+	1629	1050
SCO5150	NC_003888.3	5597613	5598098	+	486	740
SCO5151	NC_003888.3	5598255	5599001	+	747	1212
SCO5152	NC_003888.3	5599076	5600209	-	1134	1209
SCO5153	NC_003888.3	5600254	5600850	-	597	199
SCO5154	NC_003888.3	5600843	5602144	-	1302	984
SCO5155	NC_003888.3	5602439	5603170	+	732	283
SCO5156	NC_003888.3	5603185	5603697	-	513	560
SCO5157	NC_003888.3	5603731	5604846	-	1116	2704
SCO5158	NC_003888.3	5605370	5605966	+	597	186
SCO5159	NC_003888.3	5606015	5607238	-	1224	54
SCO5160	NC_003888.3	5607430	5608080	+	651	925
SCO5161	NC_003888.3	5608309	5609166	+	858	827
SCO5162	NC_003888.3	5609220	5609825	+	606	216
SCO5163	NC_003888.3	5609892	5610044	-	153	239
SCO5164	NC_003888.3	5610280	5611185	+	906	440
SCO5165	NC_003888.3	5611293	5612189	-	897	345
SCO5166	NC_003888.3	5612300	5614939	-	2640	4314
SCO5167	NC_003888.3	5615432	5616214	+	783	666
SCO5168	NC_003888.3	5616330	5616599	-	270	624
SCO5169	NC_003888.3	5616843	5617127	-	285	3522
SCO5170	NC_003888.3	5617213	5617854	-	642	3412
SCO5171	NC_003888.3	5618029	5618256	-	228	1344
SCO5172	NC_003888.3	5618484	5619560	+	1077	934
SCO5173	NC_003888.3	5619569	5621248	+	1680	818
SCO5174	NC_003888.3	5621463	5623244	+	1782	4555
SCO5175	NC_003888.3	5623391	5624458	+	1068	1055
SCO5176	NC_003888.3	5624510	5625622	+	1113	1649
SCO5177	NC_003888.3	5625610	5626359	+	750	1322
SCO5178	NC_003888.3	5626423	5627601	+	1179	4868
SCO5179	NC_003888.3	5627673	5629214	-	1542	991
SCO5180	NC_003888.3	5629373	5630923	-	1551	1374
SCO5181	NC_003888.3	5631004	5633781	-	2778	1499
SCO5182	NC_003888.3	5633823	5634374	+	552	422
SCO5183	NC_003888.3	5634641	5638120	+	3480	265
SCO5184	NC_003888.3	5638145	5641813	+	3669	729
SCO5185	NC_003888.3	5641824	5643236	+	1413	832
SCO5186	NC_003888.3	5643386	5644342	+	957	448
SCO5187	NC_003888.3	5644429	5644671	-	243	472
SCO5188	NC_003888.3	5644716	5647073	+	2358	603
SCO5189	NC_003888.3	5647169	5647570	+	402	14938
SCO5190	NC_003888.3	5647747	5648115	+	369	14079
SCO5191	NC_003888.3	5648112	5648435	+	324	6004
SCO5192	NC_003888.3	5648569	5649978	-	1410	848
SCO5193	NC_003888.3	5649971	5651299	-	1329	122
SCO5194	NC_003888.3	5651506	5652012	+	507	414
SCO5195	NC_003888.3	5652152	5653906	+	1755	876
SCO5196	NC_003888.3	5653920	5654600	+	681	297
SCO5197	NC_003888.3	5654618	5655373	+	756	444
SCO5198	NC_003888.3	5655433	5655948	-	516	848
SCO5199	NC_003888.3	5655945	5657408	-	1464	4663
SCO5200	NC_003888.3	5657601	5658722	+	1122	762
SCO5201	NC_003888.3	5658833	5659291	+	459	297
SCO5202	NC_003888.3	5659650	5660744	+	1095	1892
SCO5203	NC_003888.3	5660775	5661446	-	672	564
SCO5204	NC_003888.3	5661482	5664484	+	3003	3812
SCOt52	NC_003888.3	5664562	5664635	+	74	7
SCO5205	NC_003888.3	5664876	5666699	+	1824	1609
SCOt53	NC_003888.3	5666820	5666893	-	74	4
SCO5206	NC_003888.3	5666944	5667360	-	417	1160
SCO5207	NC_003888.3	5667547	5667984	-	438	55
SCO5208	NC_003888.3	5668087	5668887	-	801	284
SCO5209	NC_003888.3	5669080	5669691	+	612	498
SCO5210	NC_003888.3	5669723	5670046	-	324	510
SCO5211	NC_003888.3	5670249	5671262	-	1014	769
SCO5212	NC_003888.3	5671275	5672591	-	1317	1814
SCO5213	NC_003888.3	5672715	5673437	-	723	116
SCO5214	NC_003888.3	5673488	5674303	+	816	254
SCO5215	NC_003888.3	5674326	5674961	+	636	258
SCO5216	NC_003888.3	5675219	5675902	+	684	3900
SCO5217	NC_003888.3	5675899	5676216	+	318	742
SCO5218	NC_003888.3	5676345	5677670	+	1326	2045
SCO5219	NC_003888.3	5677676	5678932	+	1257	712
SCO5220	NC_003888.3	5679047	5680027	+	981	2260
SCO5221	NC_003888.3	5680107	5680757	+	651	852
SCO5222	NC_003888.3	5681016	5682101	+	1086	90
SCO5223	NC_003888.3	5682098	5683483	+	1386	171
SCO5224	NC_003888.3	5683497	5684465	-	969	899
SCO5225	NC_003888.3	5684737	5685768	-	1032	1499
SCO5226	NC_003888.3	5685768	5688143	-	2376	3092
SCO5227	NC_003888.3	5688140	5688415	-	276	439
SCO5228	NC_003888.3	5688494	5689000	-	507	315
SCO5229	NC_003888.3	5689073	5690671	-	1599	1038
SCO5230	NC_003888.3	5690680	5690964	-	285	221
SCO5231	NC_003888.3	5691072	5691836	-	765	457
SCO5232	NC_003888.3	5692292	5693569	+	1278	296
SCO5233	NC_003888.3	5693658	5694644	+	987	101
SCO5234	NC_003888.3	5694641	5695471	+	831	35
SCO5235	NC_003888.3	5695480	5696970	+	1491	58
SCO5236	NC_003888.3	5697291	5698076	-	786	797
SCO5237	NC_003888.3	5698211	5698963	-	753	277
SCO5238	NC_003888.3	5699058	5699702	+	645	247
SCO5239	NC_003888.3	5700131	5701606	+	1476	393
SCO5240	NC_003888.3	5701855	5702112	-	258	6527
SCO5241	NC_003888.3	5702433	5703401	-	969	601
SCO5242	NC_003888.3	5703529	5703987	+	459	841
SCO5243	NC_003888.3	5704007	5705092	-	1086	5604
SCO5244	NC_003888.3	5705089	5705502	-	414	3191
SCO5245	NC_003888.3	5705753	5706013	-	261	530
SCO5246	NC_003888.3	5706075	5707667	+	1593	344
SCO5247	NC_003888.3	5707716	5708624	-	909	324
SCO5248	NC_003888.3	5708738	5709316	-	579	248
SCO5249	NC_003888.3	5709624	5711030	+	1407	7880
SCO5250	NC_003888.3	5711116	5712276	+	1161	5900
SCO5251	NC_003888.3	5712608	5713246	+	639	264
SCO5252	NC_003888.3	5713322	5713906	+	585	120
SCO5253	NC_003888.3	5713933	5714154	+	222	635
SCO5254	NC_003888.3	5714262	5714657	-	396	2488
SCO5255	NC_003888.3	5714800	5715240	+	441	210
SCO5256	NC_003888.3	5715144	5715773	-	630	262
SCO5257	NC_003888.3	5715872	5716681	+	810	290
SCO5258	NC_003888.3	5716760	5717521	-	762	112
SCO5259	NC_003888.3	5717518	5718468	-	951	149
SCO5260	NC_003888.3	5718499	5719461	-	963	231
SCO5261	NC_003888.3	5720101	5721330	+	1230	2686
SCO5262	NC_003888.3	5721695	5722660	+	966	521
SCO5263	NC_003888.3	5722998	5723564	+	567	271
SCO5264	NC_003888.3	5723633	5724715	-	1083	429
SCO5265	NC_003888.3	5724717	5725718	-	1002	361
SCO5266	NC_003888.3	5725804	5726637	+	834	930
SCO5267	NC_003888.3	5726890	5727075	-	186	94
SCO5268	NC_003888.3	5727255	5727725	+	471	115
SCO5269	NC_003888.3	5727722	5729959	+	2238	1360
SCO5270	NC_003888.3	5730129	5731151	+	1023	417
SCO5271	NC_003888.3	5731309	5734599	+	3291	364
SCO5272	NC_003888.3	5734620	5734814	+	195	35
SCO5273	NC_003888.3	5734882	5736744	+	1863	349
SCO5274	NC_003888.3	5736744	5738369	+	1626	95
SCO5275	NC_003888.3	5738498	5741521	+	3024	4060
SCO5276	NC_003888.3	5741653	5742078	+	426	194
SCO5277	NC_003888.3	5742087	5743016	+	930	65
SCO5278	NC_003888.3	5743022	5744989	+	1968	30
SCO5279	NC_003888.3	5745066	5746304	+	1239	22
SCO5280	NC_003888.3	5746301	5749747	+	3447	94
SCO5281	NC_003888.3	5749846	5753664	-	3819	8807
SCO5282	NC_003888.3	5753949	5755076	-	1128	890
SCO5283	NC_003888.3	5755073	5755807	-	735	501
SCO5284	NC_003888.3	5755921	5756628	-	708	81
SCO5285	NC_003888.3	5756807	5759230	+	2424	1231
SCO5286	NC_003888.3	5759307	5760134	-	828	47
SCO5287	NC_003888.3	5760383	5760877	+	495	84
SCO5288	NC_003888.3	5760899	5761690	-	792	163
SCO5289	NC_003888.3	5762200	5765139	+	2940	1231
SCO5290	NC_003888.3	5765214	5765666	+	453	162
SCO5291	NC_003888.3	5765663	5766115	+	453	201
SCO5292	NC_003888.3	5766162	5766737	+	576	258
SCO5293	NC_003888.3	5766796	5768058	+	1263	725
SCO5294	NC_003888.3	5768022	5769197	-	1176	879
SCO5295	NC_003888.3	5769301	5769624	-	324	89
SCO5296	NC_003888.3	5769695	5770348	-	654	187
SCO5299	NC_003888.3	5771526	5772464	-	939	106
SCO5300	NC_003888.3	5772612	5773118	-	507	119
SCO5301	NC_003888.3	5773164	5774621	-	1458	887
SCO5302	NC_003888.3	5774638	5775978	-	1341	2179
SCO5303	NC_003888.3	5776055	5776522	-	468	3351
SCO5304	NC_003888.3	5776630	5777874	-	1245	207
SCO5305	NC_003888.3	5777871	5778689	-	819	311
SCO5306	NC_003888.3	5778817	5779296	-	480	302
SCO5307	NC_003888.3	5779410	5780234	+	825	235
SCO5308	NC_003888.3	5780326	5781207	-	882	496
SCO5309	NC_003888.3	5781254	5782351	+	1098	2317
SCO5310	NC_003888.3	5782374	5782937	-	564	390
SCO5311	NC_003888.3	5783226	5783972	-	747	636
SCO5312	NC_003888.3	5784136	5784570	-	435	252
SCO5313	NC_003888.3	5784597	5785508	-	912	417
SCO5314	NC_003888.3	5785753	5786088	-	336	10616
SCO5315	NC_003888.3	5786122	5786601	-	480	14603
SCO5316	NC_003888.3	5786603	5786875	-	273	7620
SCO5317	NC_003888.3	5786945	5788219	-	1275	13948
SCO5318	NC_003888.3	5788216	5789487	-	1272	14102
SCO5319	NC_003888.3	5789484	5789957	-	474	4573
SCO5320	NC_003888.3	5790104	5791297	-	1194	11710
SCO5321	NC_003888.3	5791641	5793524	+	1884	4115
SCO5322	NC_003888.3	5793601	5794470	+	870	183
SCO5323	NC_003888.3	5794528	5795022	-	495	142
SCO5324	NC_003888.3	5795157	5795837	+	681	27
SCO5325	NC_003888.3	5796053	5796373	+	321	3
SCO5326	NC_003888.3	5796324	5796578	-	255	7
SCO5327	NC_003888.3	5796736	5797479	+	744	14
SCOt54	NC_003888.3	5797608	5797677	-	70	3
SCO5329	NC_003888.3	5798773	5800470	+	1698	560
SCO5330	NC_003888.3	5800933	5801835	+	903	253
SCO5331	NC_003888.3	5801998	5805600	-	3603	588
SCO5332	NC_003888.3	5805823	5807334	+	1512	558
SCO5333	NC_003888.3	5807420	5808325	-	906	194
SCO5334	NC_003888.3	5808844	5809158	-	315	94
SCO5335	NC_003888.3	5809171	5809434	+	264	62
SCO5336	NC_003888.3	5809422	5809892	-	471	142
SCO5337	NC_003888.3	5809921	5810652	-	732	133
SCO5338	NC_003888.3	5810810	5811163	+	354	2
SCO5339	NC_003888.3	5811167	5812522	+	1356	33
SCO5340	NC_003888.3	5812543	5812740	+	198	0
SCO5341	NC_003888.3	5812762	5813430	+	669	12
SCO5342	NC_003888.3	5813452	5813643	+	192	4
SCO5343	NC_003888.3	5813654	5813809	+	156	0
SCO5344	NC_003888.3	5813822	5814145	+	324	24
SCO5345	NC_003888.3	5814235	5814786	+	552	71
SCO5346	NC_003888.3	5814872	5815057	+	186	2
SCO5347	NC_003888.3	5815050	5816414	+	1365	13
SCO5348	NC_003888.3	5816416	5816601	+	186	1
SCO5349	NC_003888.3	5816598	5817971	+	1374	21
SCO5350	NC_003888.3	5818003	5818548	+	546	32
SCOt55	NC_003888.3	5818721	5818795	-	75	23
SCO5351	NC_003888.3	5818975	5819478	+	504	1437
SCO5352	NC_003888.3	5819600	5820643	+	1044	571
SCO5353	NC_003888.3	5820662	5822053	+	1392	858
SCO5354	NC_003888.3	5822215	5823504	+	1290	1960
SCO5355	NC_003888.3	5823511	5824569	+	1059	1888
SCO5356	NC_003888.3	5824855	5825784	+	930	2739
SCO5357	NC_003888.3	5826214	5828298	+	2085	7538
SCO5358	NC_003888.3	5828747	5829895	+	1149	456
SCO5359	NC_003888.3	5830020	5830244	+	225	2102
SCO5360	NC_003888.3	5830353	5831429	+	1077	1297
SCO5361	NC_003888.3	5831498	5832343	+	846	508
SCO5362	NC_003888.3	5832394	5833041	+	648	470
SCO5363	NC_003888.3	5833218	5833718	+	501	155
SCO5364	NC_003888.3	5833806	5835062	+	1257	2413
SCO5365	NC_003888.3	5835206	5836510	+	1305	1061
SCO5366	NC_003888.3	5836773	5837207	+	435	1501
SCO5367	NC_003888.3	5837433	5838254	+	822	3190
SCO5368	NC_003888.3	5838330	5838560	+	231	2774
SCO5369	NC_003888.3	5838602	5839156	+	555	4969
SCO5370	NC_003888.3	5839153	5839977	+	825	6123
SCO5371	NC_003888.3	5840171	5841760	+	1590	10869
SCO5372	NC_003888.3	5841782	5842699	+	918	5544
SCO5373	NC_003888.3	5842699	5844135	+	1437	7910
SCO5374	NC_003888.3	5844267	5844641	+	375	1662
SCO5375	NC_003888.3	5844778	5845233	+	456	454
SCO5376	NC_003888.3	5845252	5847081	-	1830	249
SCO5377	NC_003888.3	5847229	5847870	-	642	82
SCO5378	NC_003888.3	5847867	5849063	-	1197	117
SCO5379	NC_003888.3	5849216	5849800	+	585	50
SCO5380	NC_003888.3	5849797	5849985	+	189	34
SCO5381	NC_003888.3	5850114	5850686	-	573	240
SCO5382	NC_003888.3	5850700	5851449	-	750	16
SCO5383	NC_003888.3	5851470	5852252	-	783	33
SCO5384	NC_003888.3	5852346	5852987	+	642	99
SCO5385	NC_003888.3	5853124	5853972	+	849	988
SCO5386	NC_003888.3	5854163	5854486	+	324	502
SCO5387	NC_003888.3	5854720	5857344	+	2625	1439
SCO5388	NC_003888.3	5857445	5858200	-	756	1058
SCO5389	NC_003888.3	5858397	5858789	+	393	1137
SCO5390	NC_003888.3	5858868	5859896	-	1029	6651
SCO5391	NC_003888.3	5860153	5860485	+	333	121
SCO5392	NC_003888.3	5860494	5861363	-	870	836
SCO5393	NC_003888.3	5861360	5862631	-	1272	1938
SCO5394	NC_003888.3	5862780	5863556	-	777	2505
SCO5395	NC_003888.3	5863553	5864593	-	1041	5030
SCO5396	NC_003888.3	5864669	5865601	-	933	7617
SCO5397	NC_003888.3	5865809	5869789	-	3981	3162
SCO5398	NC_003888.3	5870023	5870463	-	441	488
SCO5399	NC_003888.3	5870613	5871818	+	1206	1662
SCO5400	NC_003888.3	5871855	5872811	+	957	565
SCO5401	NC_003888.3	5873153	5874457	+	1305	91
SCO5402	NC_003888.3	5874400	5875173	-	774	297
SCO5403	NC_003888.3	5875298	5875966	+	669	121
SCO5404	NC_003888.3	5875963	5877399	+	1437	183
SCO5405	NC_003888.3	5877408	5877884	-	477	951
SCO5406	NC_003888.3	5877986	5878762	-	777	255
SCO5407	NC_003888.3	5878759	5879418	-	660	85
SCO5408	NC_003888.3	5879411	5880130	-	720	61
SCO5409	NC_003888.3	5880228	5880572	+	345	572
SCO5410	NC_003888.3	5880887	5881012	-	126	162
SCO5411	NC_003888.3	5881074	5882480	-	1407	363
SCO5412	NC_003888.3	5882513	5882656	+	144	2
SCO5413	NC_003888.3	5882733	5883242	+	510	53
SCO5414	NC_003888.3	5883333	5883662	+	330	652
SCO5415	NC_003888.3	5883756	5885456	+	1701	4309
SCO5416	NC_003888.3	5885486	5886499	-	1014	413
SCO5417	NC_003888.3	5886533	5887552	+	1020	41
SCO5418	NC_003888.3	5887579	5888283	-	705	31
SCO5419	NC_003888.3	5888587	5889543	+	957	2803
SCO5420	NC_003888.3	5890196	5890843	+	648	573
SCO5421	NC_003888.3	5890960	5891517	+	558	139
SCO5422	NC_003888.3	5891522	5892892	+	1371	344
SCO5423	NC_003888.3	5892975	5894405	-	1431	2339
SCO5424	NC_003888.3	5894480	5895703	-	1224	1207
SCO5425	NC_003888.3	5895700	5897793	-	2094	2034
SCO5426	NC_003888.3	5897944	5898969	+	1026	1548
SCO5427	NC_003888.3	5898979	5899692	-	714	243
SCO5428	NC_003888.3	5899804	5900694	-	891	29
SCO5429	NC_003888.3	5900696	5901637	-	942	52
SCO5430	NC_003888.3	5901634	5903010	-	1377	130
SCO5431	NC_003888.3	5903536	5904399	-	864	104
SCO5432	NC_003888.3	5904427	5904966	+	540	236
SCO5433	NC_003888.3	5905174	5907459	+	2286	681
SCO5434	NC_003888.3	5907344	5908036	-	693	91
SCO5435	NC_003888.3	5908033	5909691	-	1659	184
SCO5436	NC_003888.3	5909846	5911246	+	1401	418
SCO5437	NC_003888.3	5911410	5911808	+	399	85
SCO5438	NC_003888.3	5911820	5912134	+	315	92
SCO5439	NC_003888.3	5912270	5914537	+	2268	484
SCO5440	NC_003888.3	5914595	5916919	-	2325	162
SCO5441	NC_003888.3	5916960	5918354	-	1395	112
SCO5442	NC_003888.3	5918375	5920075	-	1701	619
SCO5443	NC_003888.3	5920072	5922099	-	2028	663
SCO5444	NC_003888.3	5922464	5925088	+	2625	6501
SCO5445	NC_003888.3	5925132	5925698	-	567	280
SCO5446	NC_003888.3	5925711	5927360	-	1650	58
SCO5447	NC_003888.3	5927688	5929742	-	2055	129
SCO5448	NC_003888.3	5930034	5931785	-	1752	236
SCO5449	NC_003888.3	5931782	5933599	-	1818	369
SCO5450	NC_003888.3	5933596	5935479	-	1884	441
SCO5451	NC_003888.3	5935476	5937458	-	1983	783
SCO5452	NC_003888.3	5937594	5938532	+	939	16
SCO5453	NC_003888.3	5938529	5939278	+	750	12
SCO5454	NC_003888.3	5939275	5940603	+	1329	170
SCO5455	NC_003888.3	5940593	5941267	+	675	103
